molecule_chembl_id,canonical_smiles,standard_value,pIC50,Fingerprint,predicted_pIC50
CHEMBL4126810,CN1CCN(c2ccc(Nc3cc4c(N[C@H]5CCCN(C)C5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,152.275,6.817371391826541,[0. 0. 0. ... 0. 0. 0.],6.8197268715538835
CHEMBL4126986,C=CC(=O)Nc1cccc(-n2c(=O)n(C(C)C)c(=O)c3cnc(Nc4ccc(OCCN(C)C)cc4OC)nc32)c1,171.0,6.767003889607846,[0. 1. 0. ... 0. 0. 0.],6.893593831679128
CHEMBL4127317,C=CC(=O)Nc1cccc(-n2c(=O)n(C(C)C)c(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,39.65,7.401756808346377,[0. 1. 0. ... 0. 0. 0.],7.468525627122651
CHEMBL4127809,C=CC(=O)N[C@H]1CCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,79.05,7.102098125731772,[0. 0. 0. ... 0. 0. 0.],7.434095712558323
CHEMBL4127897,C=CC(=O)N1CC[C@@H](Nc2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,153.575,6.813679476008399,[0. 0. 0. ... 0. 0. 0.],6.758020860468111
CHEMBL4128415,C=CC(=O)Nc1cccc(-n2c(=O)n(Cc3ccccc3)c(=O)c3cnc(Nc4ccc(N5CCC(N(C)C)CC5)cc4OC)nc32)c1,1.5499999999999998,8.809668301829708,[0. 0. 0. ... 0. 0. 0.],8.511728717208253
CHEMBL4128567,C=CC(=O)Nc1cccc(-n2c(=O)n(CCc3ccccc3)c(=O)c3cnc(Nc4ccc(N5CCC(N(C)C)CC5)cc4OC)nc32)c1,0.85,9.070581074285707,[0. 0. 0. ... 0. 0. 0.],8.605556996442859
CHEMBL4128726,C=CC(=O)Nc1cccc(-n2c(=O)n(C)c(=O)c3cnc(Nc4ccccc4)nc32)c1,75.0,7.1249387366083,[0. 0. 0. ... 0. 0. 0.],7.156293944793779
CHEMBL4129138,CN1CCN(c2ccc(Nc3cc4c(N[C@@H]5CCCN(C)C5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,159.85,6.796287359392293,[0. 0. 0. ... 0. 0. 0.],6.8197268715538835
CHEMBL4129209,C=CC(=O)N[C@@H]1CCCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,168.9,6.772370350428991,[0. 0. 0. ... 0. 0. 0.],6.8177480087687785
CHEMBL4129287,C=CC(=O)N[C@H]1CCCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,221.825,6.653989509809021,[0. 0. 0. ... 0. 0. 0.],6.8177480087687785
CHEMBL4129387,C=CC(=O)Nc1cccc(-n2c(=O)n(C)c(=O)c3cnc(Nc4ccc(N5CCC(N(C)C)CC5)cc4OC)nc32)c1,83.5,7.078313524516398,[0. 0. 0. ... 0. 0. 0.],7.226674126533505
CHEMBL4129607,C=CC(=O)Nc1cccc(-n2c(=O)n(C(C)C)c(=O)c3cnc(Nc4ccc(N5CCC(N6CCN(C)CC6)CC5)cc4OC)nc32)c1,127.0,6.896196279044043,[0. 1. 0. ... 0. 0. 0.],7.556069984331451
CHEMBL4129646,C=CC(=O)Nc1cccc(-n2c(=O)n(CCC)c(=O)c3cnc(Nc4ccc(N5CCC(N(C)C)CC5)cc4OC)nc32)c1,6.7,8.173925197299173,[0. 0. 0. ... 0. 0. 0.],7.723888793159266
CHEMBL4129781,C=CC(=O)Nc1cccc(-n2c(=O)n(C(C)C)c(=O)c3cnc(Nc4ccc(N5CCC(N(C)C)CC5)cc4OC)nc32)c1,10.4,7.982966660701219,[0. 1. 0. ... 0. 0. 0.],7.824826891596405
CHEMBL4129902,C=CC(=O)Nc1cccc(-n2c(=O)n(C(C)C)c(=O)c3cnc(Nc4ccc(N(C)CCN(C)C)cc4OC)nc32)c1,68.5,7.164309428507575,[0. 1. 0. ... 0. 0. 0.],7.136427655734106
CHEMBL4130016,C=CC(=O)Nc1cccc(-n2c(=O)n(CCCc3ccccc3)c(=O)c3cnc(Nc4ccc(N5CCC(N(C)C)CC5)cc4OC)nc32)c1,2.6,8.585026652029182,[0. 0. 0. ... 0. 0. 0.],8.456139902191008
CHEMBL413987,C[C@@H](CN(C)C(=O)CO)Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,191.0,6.718966632752272,[0. 1. 0. ... 0. 0. 0.],8.299227392975412
CHEMBL414013,COc1cc2c(cc1OC)Nc1ncnc(O)c1C2,75000.0,4.1249387366083,[0. 0. 0. ... 0. 0. 0.],4.5105714569092425
CHEMBL414139,COc1cc2c(Nc3ccc(Oc4ccccc4)cc3)c(C#N)cnc2cc1OCCCN1CCOCC1,1000.0,6.0,[0. 0. 0. ... 0. 0. 0.],6.059739905491476
CHEMBL414220,C=CCN(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,71.0,7.1487416512809245,[0. 0. 0. ... 0. 0. 0.],7.232486890635825
CHEMBL414631,COCOC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,330.0,6.481486060122112,[0. 0. 0. ... 0. 0. 0.],5.868781249662137
CHEMBL415233,CO[C@H]1[C@@H](N(C)C(=O)c2ccccc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N(Cc1ccccc1)C4,100000.0,4.0,[0. 0. 0. ... 0. 0. 0.],4.39404049816994
CHEMBL415738,Cc1cccc(Nc2cc(NCCO)ncn2)c1,1.0,9.0,[0. 0. 0. ... 0. 0. 0.],7.836598814811675
CHEMBL4159161,COc1cc(-c2nc(CN3CCC(C)CC3)cs2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1000.0,6.0,[0. 1. 0. ... 0. 0. 0.],6.119588454115752
CHEMBL4159404,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-c3ccn(C)n3)n2)c(OC)cc1N1CCC(N(C)C)CC1,519.25,6.284623494792863,[0. 0. 0. ... 0. 0. 0.],6.386656413725604
CHEMBL4159909,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N1CCCN(C)CC1,49.5,7.305394801066432,[0. 1. 0. ... 0. 0. 0.],7.081060338334088
CHEMBL4160329,COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4ccc(F)cc4F)cc3)ccnc2cc1OCCCN1CCOCC1,3350.0,5.474955192963154,[0. 0. 0. ... 0. 0. 0.],5.521541563016637
CHEMBL4160581,CC(C)Oc1cc(-c2nc(CN3CCN(CCO)CC3)cs2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1000.0,6.0,[0. 1. 0. ... 0. 0. 0.],5.99980776651366
CHEMBL4160854,Nc1n[nH]c2cccc(-c3ccc(NC(=S)Nc4cc(Br)ccc4OC(F)(F)F)cc3)c12,5400.0,5.267606240177031,[0. 0. 0. ... 0. 0. 0.],5.202625874732689
CHEMBL4161396,COc1cc2ncnc(N3CCc4ccccc43)c2cc1NC(=O)/C=C/CN1CCCCC1,80.2,7.095825631715837,[0. 0. 1. ... 0. 0. 0.],7.5691022678863495
CHEMBL416191,COc1cc2c(Nc3c(F)cc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,350.0,6.455931955649724,[0. 0. 0. ... 0. 0. 0.],6.5357662744471705
CHEMBL4161938,Fc1cccc(COc2ccc(Nc3ncnc4cc(OCCCN5CCOCC5)c(OCCCN5CCOCC5)cc34)cc2Cl)c1,584.7,6.233066906162716,[0. 0. 0. ... 0. 0. 0.],7.389545158873287
CHEMBL4162530,CCC/C=C/C(=O)Nc1cc2c(N3CCCc4ccccc43)ncnc2cc1OC,97.5,7.010995384301463,[0. 0. 0. ... 0. 0. 0.],7.086441171164126
CHEMBL4162767,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3nccn3)n2)c(OC)cc1N(C)CCN(C)C,156.85000000000002,6.804515476966236,[0. 0. 0. ... 0. 0. 0.],6.736259312893148
CHEMBL4162882,CC/C=C/C(=O)Nc1cc2c(N3CCc4ccccc43)ncnc2cc1OC,101.5,6.993533957750769,[0. 0. 0. ... 0. 0. 0.],7.140317325017549
CHEMBL416307,Cc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,3.01,8.521433504406156,[0. 0. 0. ... 0. 0. 0.],8.51466826443827
CHEMBL4163321,CN(CCN(C)Cc1ccc(C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)cc1)CCn1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,320.0,6.494850021680094,[0. 0. 0. ... 0. 0. 0.],6.443831451863161
CHEMBL4163707,CC(C)Oc1cc(-c2nc(CN3CCN(C)CC3)cs2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1000.0,6.0,[0. 1. 0. ... 0. 0. 0.],6.014979030677572
CHEMBL4164396,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-c3ccn(C)n3)n2)c(OC)cc1OCCN(C)C,166.6,6.778325002929231,[0. 0. 0. ... 0. 0. 0.],6.720105445903857
CHEMBL4164805,COc1cc(CO)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,0.2,9.69897000433602,[0. 1. 0. ... 0. 0. 0.],9.396953348400297
CHEMBL4164936,NS(=O)(=O)c1ccc(-n2c(SCC(=O)Nc3cc(Cl)c(Cl)cc3Cl)nc3cc4ccccc4cc3c2=O)cc1,240.0,6.619788758288394,[0. 0. 0. ... 0. 0. 0.],6.5103193411394
CHEMBL4165126,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3nccn3)n2)c(OC)cc1N1CCOCC1,919.25,6.0365663614591,[0. 0. 0. ... 0. 0. 0.],6.14745205201223
CHEMBL4165199,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)cc1)c1nn(-c2ccc(Cl)c(C(F)(F)F)c2)ccc1=O,10000.0,5.0,[0. 0. 0. ... 0. 0. 0.],5.30171664165551
CHEMBL4165267,C/C=C/C(=O)Nc1cc2c(N3CCc4ccccc43)ncnc2cc1O[C@@H]1CCOC1,110.5,6.95663772197887,[0. 0. 0. ... 0. 0. 0.],7.1640251812899205
CHEMBL4165894,COc1cc2ncnc(N3CCc4ccccc43)c2cc1NC(=O)/C=C/CN1CCCC1,18.5,7.732828271596986,[0. 0. 0. ... 0. 0. 0.],7.581466985372945
CHEMBL4166038,COc1cc(-n2cc(CN3CCNCC3)nn2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,890.0,6.050609993355087,[0. 1. 0. ... 0. 0. 0.],6.04489940223031
CHEMBL4166069,O=C(CN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,37.0,7.431798275933005,[0. 0. 1. ... 0. 0. 0.],7.57466568612512
CHEMBL416611,OCC(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,33.193333333333335,7.478949132780221,[0. 1. 0. ... 0. 0. 0.],7.621962999041423
CHEMBL4166210,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3cccn3)n2)c(OC)cc1N1CCN(C)CC1,571.35,6.243097768283373,[0. 0. 0. ... 0. 0. 0.],6.362997739133466
CHEMBL4166412,NS(=O)(=O)c1ccc(-n2c(SCC(=O)Nc3cnc4ccccc4c3)nc3cc4ccccc4cc3c2=O)cc1,110.0,6.958607314841775,[0. 0. 0. ... 0. 0. 0.],6.430231136901716
CHEMBL4166436,COc1cc(-n2cc(CN3C[C@@H](C)N[C@@H](C)C3)nn2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,865.0,6.062983892535186,[0. 1. 0. ... 0. 0. 0.],6.046482766012209
CHEMBL4166609,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3cccn3)n2)c(OC)cc1N(C)CCN(C)C,326.15000000000003,6.486582617141494,[0. 0. 0. ... 0. 0. 0.],6.7855183046507195
CHEMBL4167072,COc1cc(-c2nc(CN3CCN(C)CC3)cs2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1000.0,6.0,[0. 1. 0. ... 0. 0. 0.],6.052160964207272
CHEMBL4167162,O=C(CN1CCCC1)Nc1ccc2ncnc(Nc3ccc(Cl)cc3)c2c1,32.0,7.494850021680094,[0. 0. 0. ... 0. 0. 0.],7.210584397140747
CHEMBL4168235,COc1cc2c(Nc3ccc(C#N)cc3)ncnc2cc1OCCCN1CCC(c2ccccc2)CC1,3.62,8.441291429466835,[0. 0. 0. ... 0. 0. 0.],7.828811990966198
CHEMBL4168254,CN(C)C/C=C/C(=O)Nc1cc2c(N3CCc4ccccc43)ncnc2cc1O[C@@H]1CCOC1,15.5,7.809668301829708,[0. 0. 0. ... 0. 0. 0.],7.593263256197523
CHEMBL4168473,COc1cc(-n2cc(CN3CCC(C)CC3)nn2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1000.0,6.0,[0. 1. 0. ... 0. 0. 0.],6.049234226014979
CHEMBL4169489,CN1CCN(CC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1,32.0,7.494850021680094,[0. 0. 0. ... 0. 0. 0.],7.82585585413541
CHEMBL4170033,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-c3ccn(C)n3)n2)c(OC)cc1N1CCN(C)CC1,1000.0,6.0,[0. 0. 0. ... 0. 0. 0.],6.162496460567589
CHEMBL4170121,COc1cccc(OC)c1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2[nH]1,0.6,9.221848749616356,[0. 1. 0. ... 0. 0. 0.],9.04534605920861
CHEMBL4170916,O=C(CN1CCCC1)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)cc3)c2c1,71.0,7.1487416512809245,[0. 0. 0. ... 0. 0. 0.],7.12338077189695
CHEMBL4170935,COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4ccccc4F)cc3)ccnc2cc1OCCCN1CCOCC1,4100.0,5.3872161432802645,[0. 0. 0. ... 0. 0. 0.],5.4348118345723275
CHEMBL4171115,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4c(F)cccc4F)c(F)c3)ccnc2cc1OCCCN1CCCC1,812.0,6.090443970758825,[0. 0. 0. ... 0. 0. 0.],5.666422483610477
CHEMBL4171543,C=CC(=O)Nc1ccc(-c2ccc(NC(=O)Nc3cccc(Cl)c3)cc2)cn1,8.7,8.060480747381382,[0. 0. 0. ... 0. 0. 0.],7.60605613932235
CHEMBL4171764,Brc1cccc(Nc2ncnc3sc4c(c23)CCCC4)c1,2.61,8.58335949266172,[0. 0. 0. ... 0. 0. 0.],7.804490769913347
CHEMBL4172718,COc1cc2ncnc(N3CCc4ccccc43)c2cc1NC(=O)/C=C/CN1CCC(CO)CC1,12.5,7.903089986991944,[0. 0. 0. ... 0. 0. 0.],7.697032067365671
CHEMBL4173032,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3nccn3)n2)c(OC)cc1N1CCN(C)CC1,587.25,6.2311769745503565,[0. 0. 0. ... 0. 0. 0.],6.3655310124790905
CHEMBL4173470,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3nccn3)n2)c(OC)cc1N1CCC(N(C)C)CC1,601.15,6.2210171485560535,[0. 0. 0. ... 0. 0. 0.],6.386680001010927
CHEMBL4173696,C/C=C/c1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(OCCCN4CCOCC4)cc23)cc1,655.384,6.183504165328574,[0. 0. 0. ... 0. 0. 0.],6.327396489091613
CHEMBL417420,Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)nc23)c1,2.9255,8.533799897553262,[0. 0. 0. ... 0. 0. 0.],8.537490963339424
CHEMBL4174347,COc1cc(-n2cc(CN3CCN(C)CC3)nn2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1000.0,6.0,[0. 1. 0. ... 0. 0. 0.],6.006396469276872
CHEMBL4174523,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-c3ccn(C)n3)n2)c(OC)cc1N1CCOCC1,1000.0,6.0,[0. 0. 0. ... 0. 0. 0.],6.104138073195651
CHEMBL417478,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1,59.58,7.224899501120975,[0. 0. 0. ... 0. 0. 0.],6.933373400414547
CHEMBL4175024,OCc1ccc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3[nH]2)cc1,0.2,9.69897000433602,[0. 1. 0. ... 0. 0. 0.],9.43908222302504
CHEMBL4175045,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-c3ccn(C)n3)n2)c(OC)cc1N(C)CCN(C)C,177.0,6.752026733638193,[0. 0. 0. ... 0. 0. 0.],6.776051068335116
CHEMBL4175782,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-c3ncn(C)n3)n2)c(OC)cc1N(C)CCN(C)C,333.85,6.476448619430498,[0. 0. 0. ... 0. 0. 0.],6.602201284716772
CHEMBL4176629,NS(=O)(=O)c1ccc(-n2c(SCC(=O)Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])nc3cc4ccccc4cc3c2=O)cc1,60.0,7.221848749616356,[0. 0. 0. ... 0. 0. 0.],6.587568526527969
CHEMBL4176787,COc1cc2ncnc(N3CCCc4ccccc43)c2cc1NC(=O)/C=C/CN(C)C,89.5,7.048176964684088,[0. 0. 0. ... 0. 0. 0.],7.253685775098791
CHEMBL4176827,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3cccn3)n2)c(OC)cc1N1CCOCC1,1000.0,6.0,[0. 0. 0. ... 0. 0. 0.],6.276905375166151
CHEMBL4177348,O=C(CN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,98.0,7.008773924307505,[0. 0. 0. ... 0. 0. 0.],7.314449711434576
CHEMBL417740,COc1cc2cc(-c3ccc4ccccc4c3)cnc2cc1OC,20000.0,4.698970004336019,[0. 0. 0. ... 0. 0. 0.],4.695371649512632
CHEMBL417941,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NC1CCCCC1,7097.11,5.148918463472988,[0. 0. 1. ... 0. 0. 0.],5.377270194409256
CHEMBL418010,COc1ccccc1C(=O)Nc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1,100000.0,4.0,[0. 0. 0. ... 0. 0. 0.],4.02
CHEMBL418203,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H](O)C1,4600.0,5.337242168318426,[0. 0. 0. ... 0. 0. 0.],5.029095847969538
CHEMBL418270,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1cccnc1,100000.0,4.0,[0. 0. 0. ... 0. 0. 0.],4.061959537751165
CHEMBL418279,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(F)cc1,50000.0,4.301029995663981,[0. 0. 0. ... 0. 0. 0.],4.189648897268301
CHEMBL418906,CC(C)(C)OC(=O)NCCNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,1200.0,5.920818753952375,[0. 0. 0. ... 0. 0. 0.],5.5563395507329485
CHEMBL418907,COc1cc(/C=C/[N+](=O)[O-])ccc1OS(=O)(=O)c1ccc(C(=O)O)cc1,2900.0,5.537602002101044,[0. 0. 0. ... 0. 0. 0.],5.562451371036055
CHEMBL418909,CC(=O)NCCNCc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,2.0,8.698970004336019,[0. 0. 0. ... 0. 0. 0.],8.343984090526055
CHEMBL418967,CCCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCC,0.1719,9.764724123312948,[0. 0. 0. ... 0. 0. 0.],9.394688241229916
CHEMBL419022,CCOC(=O)CCCc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,700.0,6.154901959985743,[0. 0. 0. ... 0. 0. 0.],6.0414667834922815
CHEMBL419047,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(O)cc2)c1O,2333.333333333333,5.632023214705406,[0. 0. 0. ... 0. 0. 0.],5.412609364349114
CHEMBL419137,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OC,75.0,7.1249387366083,[0. 0. 0. ... 0. 0. 0.],6.579948088876598
CHEMBL419185,COc1cc2ncc(C#N)c(Nc3cc(Cl)c(O)c(Cl)c3)c2cc1OC,3162.28,5.499999678657065,[0. 0. 0. ... 0. 0. 0.],5.5718915464795655
CHEMBL419248,COc1cc2cc(-c3ccccc3OC)cnc2cc1OC,20000.0,4.698970004336019,[0. 0. 0. ... 0. 0. 0.],4.80077042074676
CHEMBL419280,COC(=O)CCCc1c(SSc2c(CCCC(=O)OC)c3ccccc3n2C)n(C)c2ccccc12,100000.0,4.0,[0. 0. 0. ... 0. 0. 0.],4.092372250243889
CHEMBL419409,COc1ccc(C#CC(C)(C)N)cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1,6600.0,5.180456064458131,[0. 0. 0. ... 0. 0. 0.],5.051257244115048
CHEMBL419501,COC[C@H]1CCCN1C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,85.0,7.070581074285707,[0. 0. 0. ... 0. 0. 0.],6.862049895162991
CHEMBL419601,CN(C)c1ccccc1CNc1ncnc2cc(N)ncc12,100000.0,4.0,[0. 0. 0. ... 0. 0. 0.],4.282560388177186
CHEMBL419650,O=C(O)Cc1c(SSc2[nH]c3ccccc3c2CC(=O)O)[nH]c2ccccc12,10200.0,4.991399828238082,[0. 0. 0. ... 0. 0. 0.],4.959442071238118
CHEMBL419682,COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2cc3c([nH]2)CCCC3)c1,100000.0,4.0,[0. 0. 0. ... 0. 0. 0.],4.141425414414169
CHEMBL420059,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OCCN1CCOCC1,435.0,6.361510743045363,[0. 0. 0. ... 0. 0. 0.],6.579622916119381
CHEMBL4202409,Nc1ccc2oc3nccc(NCc4ccc(Br)cc4)c3c2c1,1000000.0,3.0,[0. 0. 0. ... 0. 0. 0.],3.442581466644764
CHEMBL4202413,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)COCc3ccccc3)c2)n1,4373.333333333333,5.359187419680021,[0. 0. 0. ... 0. 0. 0.],5.427378315939892
CHEMBL420254,CCNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,12.01,7.920456992597094,[0. 0. 0. ... 0. 0. 0.],8.02972861180595
CHEMBL4202780,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(=O)/C=C/CN(C)C)n1,8630.0,5.06398920428479,[0. 0. 0. ... 0. 0. 0.],5.295297258852928
CHEMBL4202955,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C=C/CN(C)C)c2)n1,6276.666666666667,5.202270934702998,[0. 0. 0. ... 0. 0. 0.],5.355414688989327
CHEMBL4203001,CN(CCO)c1nc(Nc2ccccc2)nc2cnc(Nc3ccc(N4CCC(N(C)C)CC4)cn3)cc12,51.3,7.289882634888183,[0. 0. 0. ... 0. 0. 0.],7.307398353682402
CHEMBL4203016,CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCCCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,11.0,7.958607314841775,[0. 0. 1. ... 0. 0. 0.],7.810473092617384
CHEMBL4203110,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2N=[N+]=[N-])n1,2363.333333333333,5.626475019536596,[0. 0. 0. ... 0. 0. 0.],5.2808699883861685
CHEMBL4203804,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(NC(C)=O)cc2)n1,5080.0,5.29413628771608,[0. 0. 0. ... 0. 0. 0.],5.184042990815985
CHEMBL420385,N#CC(C#N)=Cc1ccc(N2CCOCC2)cc1,625000.0,3.204119982655925,[0. 0. 0. ... 0. 0. 0.],3.1512661369032196
CHEMBL420400,COC(=O)CCCc1c(SSc2[nH]c3ccccc3c2CCCC(=O)OC)[nH]c2ccccc12,100000.0,4.0,[0. 0. 0. ... 0. 0. 0.],4.16452540654799
CHEMBL420411,CCc1c(C)[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,100000.0,4.0,[0. 0. 0. ... 0. 0. 0.],4.036354451877714
CHEMBL4204139,CN(CCCO)c1nc(Nc2ccc(F)cc2)nc2cnc(Nc3ccc(N4CCC(N(C)C)CC4)cn3)cc12,51.9,7.284832642151542,[0. 0. 0. ... 0. 0. 0.],7.186972002584457
CHEMBL4204354,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(N=C=S)cc2)n1,15103.333333333334,4.820927192540476,[0. 0. 0. ... 0. 0. 0.],4.874168860224823
CHEMBL4204566,C=CC(=O)N[C@H]1CN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C[C@@H]1F,5356.5,5.271118890751537,[0. 1. 0. ... 0. 0. 0.],6.254992589451942
CHEMBL4204596,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2N=C=S)n1,8336.666666666666,5.07900756298916,[0. 0. 0. ... 0. 0. 0.],5.243833791395177
CHEMBL4204801,N#C/C(=C\c1cccc(-c2cccc3[nH]ncc23)c1)C(N)=O,10000.0,5.0,[0. 0. 0. ... 0. 0. 0.],4.73372818329818
CHEMBL4204920,CCCNC(=O)c1cc(Oc2ccc(NC(=O)c3cc4cccnc4n(-c4ccc(F)cc4)c3=O)cc2)ccn1,100000.0,4.0,[0. 0. 0. ... 0. 0. 0.],5.384886379518946
CHEMBL4204937,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCOCc3ccccc3)c2)n1,7140.0,5.146301788223825,[0. 0. 0. ... 0. 0. 0.],5.23033604728299
CHEMBL4204983,CN(C)CCN(C)c1nc(Nc2ccc(F)cc2)nc2cnc(Nc3ccc(N4CCC(N(C)C)CC4)cn3)cc12,24.7,7.607303046740334,[0. 0. 0. ... 0. 0. 0.],7.352190345474241
CHEMBL4205392,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(CC)c3n2)C[C@H]1F,45.5,7.341988603342887,[0. 0. 0. ... 0. 0. 0.],7.001304042368457
CHEMBL4205469,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(N)cc2)n1,9590.0,5.018181392829336,[0. 0. 0. ... 0. 0. 0.],5.054863312164628
CHEMBL4205688,COc1ccc(-c2c3c4cc(OCCN(C)C)c(OCCN(C)C)cc4oc(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,211.75,6.674176580997255,[0. 0. 0. ... 0. 0. 0.],6.6900252735656025
